"cocktail_ingredient_id","ingredient_amount","ingredient_name","ingredient_type","ingredient_unit","cocktail_id","ingredient_id","ingredient_amont"
8504,"","커피 원두 3 개","Garnish","",1478,555,""
8505,"25","Cachaca","Rum","ml",1479,381,""
8506,"12.5","라임 쥬스","General","ml",1479,1119,""
8507,"7.5","꿀 시럽 (3 : 1)","General","ml",1479,971,""
8508,"25","Applejack brandy","Brandy","ml",1480,351,""
8509,"25","Straight rye whiskey","Whisky","ml",1480,1704,""
8510,"7.5","설탕 시럽, Demerara/Muscovado/갈색 설탕 (2 : 1)","General","ml",1480,1723,""
8511,"2","Angostura의 오렌지 비터스","General","dash",1480,1265,""
8512,"","긴 오렌지 향연 트위스트","Garnish","",1480,1264,""
8513,"30","Gold rum","Rum","ml",1481,889,""
8514,"30","Remy Martin 1738 Cognac","Brandy","ml",1481,1605,""
8515,"7.5","Orange Curacao liqueur","Liqueur","ml",1481,1269,""
8516,"7.5","기파드 그레나딘 시럽","General","ml",1481,795,""
8517,"7.5","레몬 주스","General","ml",1481,1086,""
8518,"","레몬 제스트 트위스트","Garnish","",1481,1080,""
8519,"30","Rutte Dry Gin","Gin","ml",1482,1583,""
8520,"25","Angostura di Amaro","Liqueur","ml",1482,77,""
8521,"20","Rosso/rouge (sweet) vermouth","Wine","ml",1482,1549,""
8522,"","오렌지 제스트 트위스트","Garnish","",1482,1264,""
8523,"50","Cachaca","Rum","ml",1483,381,""
8524,"20","레몬 주스","General","ml",1483,1086,""
8525,"15","설탕 시럽 (리치)","General","ml",1483,1723,""
8526,"7.5","Fernet liqueur","Liqueur","ml",1483,1129,""
8527,"45","Punt E Mes","Wine","ml",1484,1460,""
8528,"30","Bourbon whiskey","Whisky","ml",1484,1856,""
8529,"15","Americano Bianco","Wine","ml",1484,64,""
8530,"7.5","Benedictine, D.O.M.","Liqueur","ml",1484,377,""
8531,"2","Angostura Aromatic Bitters","General","dash",1484,73,""
8532,"2","Angostura의 오렌지 비터스","General","dash",1484,1265,""
8533,"","오렌지 제스트 트위스트","Garnish","",1484,1264,""
8534,"45","Rutte Dry Gin","Gin","ml",1485,1583,""
8535,"45","Bianco vermouth","Wine","ml",1485,195,""
8536,"22.5","Apricot eau de vie","Brandy","ml",1485,108,""
8537,"2","Angostura의 오렌지 비터스","General","dash",1485,1265,""
8538,"","레몬 제스트 트위스트","Garnish","",1485,1080,""
8539,"22.5","Rutte Dry Gin","Gin","ml",1486,1583,""
8540,"22.5","De Kuyper Triple Sec (40%)","Liqueur","ml",1486,673,""
8541,"15","Creme de violette liqueur","Liqueur","ml",1486,637,""
8542,"15","레몬 주스","General","ml",1486,1086,""
8543,"5","설탕 시럽 (리치)","General","ml",1486,1723,""
8544,"10","물 (냉장)","General","ml",1486,1846,""
8545,"","오렌지 제스트 트위스트","Garnish","",1486,1264,""
8546,"30","Straight rye whiskey","Whisky","ml",1487,1704,""
8547,"15","Benedictine, D.O.M.","Liqueur","ml",1487,377,""
8548,"15","Amontillado sherry","Wine","ml",1487,65,""
8549,"2","Angostura Aromatic Bitters","General","dash",1487,73,""
8550,"","레몬 제스트 트위스트","Garnish","",1487,1080,""
8551,"40","Cacao & coffee spiced rum","Rum","ml",1488,379,""
8552,"45","분홍색 자몽 주스","General","ml",1488,910,""
8553,"5","아가베 시럽","General","ml",1488,15,""
8554,"7.5","라임 쥬스","General","ml",1488,1119,""
8555,"45","Thomas Henry 토닉 워터","General","ml",1488,1788,""
8556,"5","La Fee Parisienne absinthe","Spirits","ml",1488,1072,""
8557,"2","Angostura Aromatic Bitters","General","dash",1488,73,""
8558,"","라임 웨지","Garnish","",1488,1115,""
8559,"30","Straight rye whiskey","Whisky","ml",1489,1704,""
8560,"10","Del Maguey Vida Clasico mezcal","Mezcal","ml",1489,677,""
8561,"10","Averna Amaro","Liqueur","ml",1489,139,""
8562,"5","Bittersweet orange-red aperitivo","Liqueur","ml",1489,254,""
8563,"5","Fiorente Elderflower liqueur","Liqueur","ml",1489,768,""
8564,"","오렌지 제스트 트위스트","Garnish","",1489,1264,""
8565,"2","산딸기","General","",1490,1472,""
8566,"40","The Busker Blended Irish Whiskey","Whisky","ml",1490,1777,""
8567,"10","Bittersweet orange-red aperitivo","Liqueur","ml",1490,254,""
8568,"15","레몬 주스","General","ml",1490,1086,""
8569,"15","분홍색 자몽 주스","General","ml",1490,910,""
8570,"7.5","설탕 시럽 (리치)","General","ml",1490,1723,""
8571,"1","Peychaud의 비터스","General","dash",1490,1390,""
8572,"15","Thomas Henry 소다 워터","General","ml",1490,1672,""
8573,"","레몬 휠","Garnish","",1490,1080,""
8574,"","산딸기","Garnish","",1490,1471,""
8575,"50","Speyside single malt Scotch whisky","Whisky","ml",1491,1694,""
8576,"20","라임 쥬스","General","ml",1491,1119,""
8577,"20","꿀 시럽 (3 : 1)","General","ml",1491,971,""
8578,"60","Jamaican aged blended rum","Rum","ml",1492,1017,""
8579,"22.5","라임 쥬스","General","ml",1492,1119,""
8580,"15","설탕 시럽 (리치)","General","ml",1492,1723,""
8581,"5","Ginger liqueur","Liqueur","ml",1492,872,""
8582,"5","Pimento dram liqueur","Liqueur","ml",1492,1395,""
8583,"2","Angostura Aromatic Bitters","General","dash",1492,73,""
8584,"","결정화 된 생강","Garnish","",1492,867,""
8585,"50","Cacao & coffee spiced rum","Rum","ml",1493,379,""
8586,"25","Tawny port","Wine","ml",1493,1756,""
8587,"12.5","시나몬 시럽","General","ml",1493,511,""
8588,"12.5","라임 쥬스","General","ml",1493,1119,""
8589,"15","저온 살균 계란 흰색 (또는 Aquafaba)","General","ml",1493,731,""
8590,"","로즈마리 스프링","Garnish","",1493,1547,""
8591,"60","Rutte Dry Gin","Gin","ml",1494,1583,""
8592,"20","라임 쥬스","General","ml",1494,1119,""
8593,"15","생강 시럽","General","ml",1494,880,""
8594,"2","Angostura Aromatic Bitters","General","dash",1494,73,""
8595,"15","저온 살균 계란 흰색 (또는 Aquafaba)","General","ml",1494,731,""
8596,"","뿌리 생강 슬라이스","Garnish","",1494,983,""
8597,"","결정화 된 생강 조각","Garnish","",1494,867,""
8598,"30","Rutte Dry Gin","Gin","ml",1495,1583,""
8599,"20","Italian red bitter liqueur","Liqueur","ml",1495,1009,""
8600,"20","Hayman's Sloe Gin","Gin","ml",1495,948,""
8601,"20","Rosato/rose vermouth","Wine","ml",1495,1529,""
8602,"","오렌지 조각","Garnish","",1495,1264,""
8603,"40","Rutte Old Simon Genever","Liqueur","ml",1496,1584,""
8604,"30","Rosso/rouge (sweet) vermouth","Wine","ml",1496,1549,""
8605,"30","분홍색 자몽 주스","General","ml",1496,910,""
8606,"5","설탕 시럽 (리치)","General","ml",1496,1723,""
8607,"","핑크 자몽 웨지","Garnish","",1496,905,""
8608,"30","Bison grass vodka","Vodka","ml",1497,203,""
8609,"10","Orange Curacao liqueur","Liqueur","ml",1497,1269,""
8610,"10","Luxardo Maraschino liqueur","Liqueur","ml",1497,1136,""
8611,"15","Pinot Noir red wine","Wine","ml",1497,1417,""
8612,"10","레몬 주스","General","ml",1497,1086,""
8613,"5","설탕 시럽 (리치)","General","ml",1497,1723,""
8614,"1","Angostura Aromatic Bitters","General","dash",1497,73,""
8615,"","오렌지 제스트 트위스트","Garnish","",1497,1264,""
8616,"30","Straight rye whiskey","Whisky","ml",1498,1704,""
8617,"15","Giffard Piment d'Espelette chile liqueur","Liqueur","ml",1498,800,""
8618,"15","레몬 주스","General","ml",1498,1086,""
8619,"10","시나몬 시럽","General","ml",1498,511,""
8620,"1","Angostura Aromatic Bitters","General","dash",1498,73,""
8621,"","레몬 슬라이스 휠 (Tajin Chile 조미료 포함)","Garnish","",1498,1080,""
8622,"5","민트 잎","General","",1499,1214,""
8623,"60","Rutte Dry Gin","Gin","ml",1499,1583,""
8624,"7.5","Ricard Pastis","Liqueur","ml",1499,1518,""
8625,"22.5","라임 쥬스","General","ml",1499,1119,""
8626,"15","설탕 시럽 (리치)","General","ml",1499,1723,""
8627,"","민트 스프링, 라임 휠","Garnish","",1499,1218,""
8628,"30","Orange Curacao liqueur","Liqueur","ml",1500,1269,""
8629,"30","De Kuyper Apricot Brandy liqueur","Liqueur","ml",1500,669,""
8630,"15","레몬 주스","General","ml",1500,1086,""
8631,"","오렌지 제스트 트위스트","Garnish","",1500,1264,""
8632,"30","Rutte Dry Gin","Gin","ml",1501,1583,""
8633,"22.5","Punt E Mes","Wine","ml",1501,1460,""
8634,"22.5","Italian red bitter liqueur","Liqueur","ml",1501,1009,""
8635,"7.5","Dutch Cacao white Creme de cacao","Liqueur","ml",1501,723,""
8636,"6","Bob's 초콜릿 비터스","General","drop",1501,484,""
8637,"","오렌지 슬라이스 휠","Garnish","",1501,1264,""
8638,"50","Cacao & coffee spiced rum","Rum","ml",1502,379,""
8639,"1","파인애플 잼","General","spoon",1502,1405,""
8640,"45","차가운 맥주 커피","General","ml",1502,553,""
8641,"10","라임 쥬스","General","ml",1502,1119,""
8642,"60","Thomas Henry 토닉 워터","General","ml",1502,1788,""
8643,"30","Dark/black/blackstrap rum","Rum","ml",1503,668,""
8644,"30","Tawny port","Wine","ml",1503,1756,""
8645,"15","레몬 주스","General","ml",1503,1086,""
8646,"7.5","설탕 시럽 (리치)","General","ml",1503,1723,""
8647,"15","저온 살균 계란 흰색 (또는 Aquafaba)","General","ml",1503,731,""
8648,"30","Thomas Henry 소다 워터","General","ml",1503,1672,""
8649,"","림의 쿼터 레몬 휠","Garnish","",1503,1080,""
8650,"50","Hayman's Old Tom Gin","Gin","ml",1504,947,""
8651,"5","La Fee Absinthe Blanche","Spirits","ml",1504,1071,""
8652,"15","레몬 주스","General","ml",1504,1086,""
8653,"7.5","라즈베리 시럽","General","ml",1504,1480,""
8654,"15","물 (냉장)","General","ml",1504,1846,""
8655,"","레몬 제스트 트위스트","Garnish","",1504,1080,""
8656,"25","Ketel One Vodka","Vodka","ml",1505,1049,""
8657,"25","Lillet Blanc","Wine","ml",1505,1111,""
8658,"60","분홍색 자몽 주스","General","ml",1505,910,""
8659,"","오렌지 슬라이스 휠","Garnish","",1505,1264,""
8660,"45","Rutte Dry Gin","Gin","ml",1506,1583,""
8661,"15","Luxardo Maraschino liqueur","Liqueur","ml",1506,1136,""
8662,"5","Giffard Parfait Amour liqueur","Liqueur","ml",1506,798,""
8663,"10","레몬 주스","General","ml",1506,1086,""
8664,"","레몬 제스트 트위스트","Garnish","",1506,1080,""
8665,"45","Patron Silver blanco tequila","Tequila","ml",1507,1343,""
8666,"22.5","De Kuyper Triple Sec (40%)","Liqueur","ml",1507,673,""
8667,"22.5","레몬 주스","General","ml",1507,1086,""
8668,"5","Difford's Falernum liqueur","Liqueur","ml",1507,686,""
8669,"2","생리 식염수","General","drop",1507,1613,""
8670,"","소금 림 선택 사항","Garnish","",1507,1615,""
8671,"","라임 웨지","Garnish","",1507,1115,""
8672,"60","Gold rum","Rum","ml",1508,889,""
8673,"30","Dubonnet/French rouge aromatised wine","Wine","ml",1508,721,""
8674,"2.5","Luxardo Maraschino liqueur","Liqueur","ml",1508,1136,""
8675,"1","Angostura Aromatic Bitters","General","dash",1508,73,""
8676,"","Luxardo Maraschino Cherry의 꼬치","Garnish","",1508,451,""
8677,"20","Straight rye whiskey","Whisky","ml",1509,1704,""
8678,"20","Bourbon whiskey","Whisky","ml",1509,1856,""
8679,"20","Dry vermouth","Wine","ml",1509,709,""
8680,"20","Italian red bitter liqueur","Liqueur","ml",1509,1009,""
8681,"7.5","Dutch Cacao white Creme de cacao","Liqueur","ml",1509,723,""
8682,"","오렌지 제스트 트위스트","Garnish","",1509,1264,""
8683,"2.5","La Fee Parisienne absinthe","Spirits","ml",1510,1072,""
8684,"22.5","Rutte Dry Gin","Gin","ml",1510,1583,""
8685,"22.5","De Kuyper Triple Sec (40%)","Liqueur","ml",1510,673,""
8686,"22.5","Fiorente Elderflower liqueur","Liqueur","ml",1510,768,""
8687,"22.5","레몬 주스","General","ml",1510,1086,""
8688,"","레몬 제스트 트위스트","Garnish","",1510,1080,""
8689,"45","Canadian blended whisky","Whisky","ml",1511,399,""
8690,"30","Lillet Blanc","Wine","ml",1511,1111,""
8691,"15","Remy Martin 1738 Cognac","Brandy","ml",1511,1605,""
8692,"1","Peychaud의 비터스","General","dash",1511,1390,""
8693,"45","The Busker Blended Irish Whiskey","Whisky","ml",1512,1777,""
8694,"1.2","Orange Curacao liqueur","Liqueur","ml",1512,1269,""
8695,"1.2","Luxardo Maraschino liqueur","Liqueur","ml",1512,1136,""
8696,"1","La Fee Parisienne absinthe","Spirits","dash",1512,1072,""
8697,"1","Boker 's Bitters","General","dash",1512,209,""
8698,"","오렌지 제스트 트위스트","Garnish","",1512,1264,""
8699,"","올리브","Garnish","",1512,1257,""
8700,"45","Overproof aged rum","Rum","ml",1513,1305,""
8701,"15","Amaro Meletti","Liqueur","ml",1513,46,""
8702,"15","Difford's Falernum liqueur","Liqueur","ml",1513,686,""
8703,"30","라임 쥬스","General","ml",1513,1119,""
8704,"15","메이플 시럽","General","ml",1513,1161,""
8705,"","오렌지 제스트 트위스트","Garnish","",1513,1264,""
8706,"","민트 스프링 꽃다발","Garnish","",1513,1219,""
8707,"35","Cacao & coffee spiced rum","Rum","ml",1514,379,""
8708,"25","Italian red bitter liqueur","Liqueur","ml",1514,1009,""
8709,"15","Ramazzotti amaro","Liqueur","ml",1514,1470,""
8710,"5","설탕 시럽, Demerara/Muscovado/Brown sugar (2:1)","General","ml",1514,1723,""
8711,"2","Bob's 초콜릿 비터스","General","dash",1514,484,""
8712,"","오렌지 제스트 트위스트","Garnish","",1514,1264,""
8713,"15","Rutte Dry Gin","Gin","ml",1515,1583,""
8714,"15","Palo cortado sherry","Wine","ml",1515,1319,""
8715,"15","Dry vermouth","Wine","ml",1515,709,""
8716,"15","Rosso/rouge (sweet) vermouth","Wine","ml",1515,1549,""
8717,"1","Angostura의 오렌지 비터스","General","dash",1515,1265,""
8718,"","오렌지 제스트 트위스트","Garnish","",1515,1264,""
8719,"45","Gold rum (infused with vanilla)","Rum","ml",1516,891,""
8720,"30","Sauvignon blanc wine","Wine","ml",1516,1620,""
8721,"37.5","파인애플 쥬스","General","ml",1516,1406,""
8722,"7.5","설탕 시럽 (리치)","General","ml",1516,1723,""
8723,"","림에 파인애플 웨지","Garnish","",1516,1403,""
8724,"60","Remy Martin 1738 Cognac","Brandy","ml",1517,1605,""
8725,"30","코코넛 워터","General","ml",1517,552,""
8726,"10","라임 쥬스","General","ml",1517,1119,""
8727,"1","Angostura의 오렌지 비터스","General","dash",1517,1265,""
8728,"60","Thomas Henry 토닉 워터","General","ml",1517,1788,""
8729,"","라임 슬라이스 휠","Garnish","",1517,1115,""
8730,"25","Kirschwasser Eau de vie (cherry)","Brandy","ml",1518,1053,""
8731,"12.5","Joseph Cartron Double Creme de Cassis de Bourgogne","Liqueur","ml",1518,1043,""
8732,"90","Brut champagne or sparkling wine","Wine","ml",1518,366,""
8733,"","레몬 제스트 트위스트","Garnish","",1518,1080,""
8734,"5","White overproof rum","Rum","ml",1519,1867,""
8735,"50","Gold rum","Rum","ml",1519,889,""
8736,"5","Rhum Clement Blanc","Rum","ml",1519,1517,""
8737,"5","기파드 그레나딘 시럽","General","ml",1519,795,""
8738,"2.5","Difford's Falernum liqueur","Liqueur","ml",1519,686,""
8739,"2","Angostura의 오렌지 비터스","General","dash",1519,1265,""
8740,"","오렌지 제스트 트위스트","Garnish","",1519,1264,""
8741,"30","White overproof rum","Rum","ml",1520,1867,""
8742,"30","Fino sherry","Wine","ml",1520,764,""
8743,"15","Difford's Falernum liqueur","Liqueur","ml",1520,686,""
8744,"30","파인애플 쥬스","General","ml",1520,1406,""
8745,"10","코코 로페즈 - 코코넛 크림","General","ml",1520,609,""
8746,"","파인애플","Garnish","",1520,1403,""
8747,"","라임 웨지","Garnish","",1520,1115,""
8748,"30","Jamaican aged blended rum","Rum","ml",1521,1017,""
8749,"30","Coconut rum liqueur","Liqueur","ml",1521,546,""
8750,"15","De Kuyper Apricot Brandy liqueur","Liqueur","ml",1521,669,""
8751,"45","파인애플 쥬스","General","ml",1521,1406,""
8752,"30","오렌지 주스 (갓 짜낸)","General","ml",1521,1276,""
8753,"10","라임 쥬스","General","ml",1521,1119,""
8754,"2","Angostura Aromatic Bitters","General","dash",1521,73,""
8755,"","파인애플 웨지","Garnish","",1521,1403,""
8756,"","오렌지 슬라이스 휠","Garnish","",1521,1264,""
8757,"30","White overproof rum","Rum","ml",1522,1867,""
8758,"20","Yellow Chartreuse liqueur","Liqueur","ml",1522,1129,""
8759,"20","Difford's Falernum liqueur","Liqueur","ml",1522,686,""
8760,"20","라임 쥬스","General","ml",1522,1119,""
8761,"1/2","바나나","General","",1522,159,""
8762,"","바나나 슬라이스","Garnish","",1522,983,""
8763,"","스타 아니즈","Garnish","",1522,1700,""
8764,"5","녹색 포도 (씨앗없는)","General","",1523,929,""
8765,"30","Rutte Dry Gin","Gin","ml",1523,1583,""
8766,"30","Italian red bitter liqueur","Liqueur","ml",1523,1009,""
8767,"20","레몬 주스","General","ml",1523,1086,""
8768,"15","설탕 시럽 (리치)","General","ml",1523,1723,""
8769,"","꼬치 오렌지 슬라이스 휠","Garnish","",1523,1264,""
8770,"","녹색 포도","Garnish","",1523,929,""
8771,"30","Rutte Dry Gin","Gin","ml",1524,1583,""
8772,"20","Kumquat liqueur","Liqueur","ml",1524,1070,""
8773,"10","Dry vermouth","Wine","ml",1524,709,""
8774,"10","Bianco vermouth","Wine","ml",1524,195,""
8775,"","Thomas Henry 토닉 워터","General","",1524,1788,""
8776,"","식용 꽃","Garnish","",1524,729,""
8777,"","금귤","Garnish","",1524,1069,""
8778,"40","Cacao & coffee spiced rum","Rum","ml",1525,379,""
8779,"5","Creme brulee 시럽","General","ml",1525,620,""
8780,"5","카라멜 시럽","General","ml",1525,415,""
8781,"10","Coffee Schnapps liqueur","Liqueur","ml",1525,570,""
8782,"15","Rosso/rouge (sweet) vermouth","Wine","ml",1525,1549,""
8783,"35","에스프레소 커피","General","ml",1525,553,""
8784,"","림에 호두","Garnish","",1525,1838,""
8785,"50","Cacao & coffee spiced rum","Rum","ml",1526,379,""
8786,"30","Coconut rum liqueur","Liqueur","ml",1526,546,""
8787,"10","기파드 오르 게이트 시럽","General","ml",1526,1301,""
8788,"30","라임 쥬스","General","ml",1526,1119,""
8789,"60","파인애플 쥬스","General","ml",1526,1406,""
8790,"1","오렌지 크림 구연산염","General","dash",1526,1268,""
8791,"","건조 된 라임 슬라이스 휠","Garnish","",1526,1115,""
8792,"","민트 스프링 꽃다발","Garnish","",1526,1219,""
8793,"","식용 꽃","Garnish","",1526,729,""
8794,"60","Bourbon whiskey","Whisky","ml",1527,1856,""
8795,"12.5","Luxardo Maraschino liqueur","Liqueur","ml",1527,1136,""
8796,"3","Angostura Aromatic Bitters","General","dash",1527,73,""
8797,"2","Angostura의 오렌지 비터스","General","dash",1527,1265,""
8798,"","오렌지 제스트 트위스트","Garnish","",1527,1264,""
8799,"20","Rutte Dry Gin","Gin","ml",1528,1583,""
8800,"20","Cherry Heering cherry brandy liqueur","Liqueur","ml",1528,455,""
8801,"20","Yellow Chartreuse liqueur","Liqueur","ml",1528,1129,""
8802,"2","Bob's Abbotts bitters","General","dash",1528,309,""
8803,"7.5","물 (냉장)","General","ml",1528,1846,""
8804,"","Luxardo Maraschino Cherry","Garnish","",1528,451,""
8805,"40","Light white rum","Rum","ml",1529,1110,""
8806,"15","Luxardo Maraschino liqueur","Liqueur","ml",1529,1136,""
8807,"10","레몬 주스","General","ml",1529,1086,""
8808,"","레몬 제스트 트위스트","Garnish","",1529,1080,""
8809,"","Luxardo Maraschino Cherry","Garnish","",1529,451,""
8810,"45","Cacao & coffee spiced rum","Rum","ml",1530,379,""
8811,"25","Vermouth di Torino","Wine","ml",1530,1820,""
8812,"10","Luxardo Maraschino liqueur","Liqueur","ml",1530,1136,""
8813,"10","Roasted buckwheat cordial","Spirits","ml",1530,1519,""
8814,"","Luxardo Maraschino Cherry","Garnish","",1530,451,""
8815,"20","Bourbon whiskey","Whisky","ml",1531,1856,""
8816,"20","Grand Marnier","Liqueur","ml",1531,901,""
8817,"10","Lillet Blanc","Wine","ml",1531,1111,""
8818,"10","Kina aromatised wine","Wine","ml",1531,1050,""
8819,"22.5","오렌지 주스 (갓 짜낸)","General","ml",1531,1276,""
8820,"","오렌지 제스트 트위스트","Garnish","",1531,1264,""
8821,"1","각설탕","General","cube",1532,1719,""
8822,"5","Bob's 초콜릿 비터스","General","drop",1532,484,""
8823,"10","에스프레소 커피","General","ml",1532,553,""
8824,"60","Cacao & coffee spiced rum","Rum","ml",1532,379,""
8825,"5","Gingerbread syrup","Gin","ml",1532,885,""
8826,"","오렌지 제스트 트위스트","Garnish","",1532,1264,""
8827,"50","Cacao & coffee spiced rum","Rum","ml",1533,379,""
8828,"20","De Kuyper Triple Sec (40%)","Liqueur","ml",1533,673,""
8829,"10","시나몬 시럽","General","ml",1533,511,""
8830,"30","라임 주스","General","ml",1533,1119,""
8831,"1","Angostura Aromatic Bitters","General","dash",1533,73,""
8832,"","오렌지 제스트 트위스트","Garnish","",1533,1264,""
8833,"40","Cacao & coffee spiced rum (infused with truffle)","Rum","ml",1534,1695,""
8834,"12.5","Poire William liqueur","Liqueur","ml",1534,1436,""
8835,"10","Pedro Ximenez sherry","Wine","ml",1534,1379,""
8836,"2","Bob's 라벤더 비터스","General","dash",1534,1077,""
8837,"","여름 송로 버섯 부스러기","Garnish","",1534,1724,""
8838,"60","Cacao & coffee spiced rum","Rum","ml",1535,379,""
8839,"5","생강 주스","General","ml",1535,871,""
8840,"15","라임 주스","General","ml",1535,1119,""
8841,"45","소금 들어간 자몽 탄산음료","General","ml",1535,916,""
8842,"","자몽 웨지","Garnish","",1535,905,""
8843,"40","Cacao & coffee spiced rum","Rum","ml",1536,379,""
8844,"10","Pedro Ximenez sherry","Wine","ml",1536,1379,""
8845,"2.5","Branca Menta liqueur","Liqueur","ml",1536,350,""
8846,"6","구운 커피 원두","General","whole",1536,556,""
8847,"","오렌지","Garnish","",1536,1264,""
8848,"","라임 제스트 트위스트","Garnish","",1536,1115,""
8849,"55","Martini Riserva Speciale Ambrato","Wine","ml",1537,1169,""
8850,"40","Dry vermouth","Wine","ml",1537,709,""
8851,"10","Muyu Jasmine Verte liqueur","Liqueur","ml",1537,1228,""
8852,"","레몬 제스트 트위스트","Garnish","",1537,1080,""
8853,"","올리브 (차가운)","Garnish","",1537,1257,""
8854,"50","Cacao & coffee spiced rum","Rum","ml",1538,379,""
8855,"25","라임 쥬스","General","ml",1538,1119,""
8856,"12.5","설탕 시럽 (리치)","General","ml",1538,1723,""
8857,"3","Bob's 초콜릿 비터스","General","dash",1538,484,""
8858,"3","Angostura의 오렌지 비터스","General","dash",1538,1265,""
8859,"10","물 (냉장)","General","ml",1538,1846,""
8860,"","오렌지 제스트 트위스트","Garnish","",1538,1264,""
8861,"","커피 원두 3 개","Garnish","",1538,555,""
8862,"60","Bourbon whiskey","Whisky","ml",1539,1856,""
8863,"15","Bebo Coffee Liqueur","Liqueur","ml",1539,177,""
8864,"2","Angostura의 오렌지 비터스","General","dash",1539,1265,""
8865,"2.5","설탕 시럽 (풍부) (선택 사항)","General","ml",1539,1723,""
8866,"","오렌지 제스트 트위스트","Garnish","",1539,1264,""
8867,"60","Rutte Dry Gin","Gin","ml",1540,1583,""
8868,"22.5","레몬 주스","General","ml",1540,1086,""
8869,"3","라즈베리 잼","General","spoon",1540,1474,""
8870,"","산딸기","Garnish","",1540,1471,""
8871,"40","Light white rum","Rum","ml",1541,1110,""
8872,"50","Sauvignon blanc wine","Wine","ml",1541,1620,""
8873,"30","파인애플 쥬스","General","ml",1541,1406,""
8874,"20","샐러리 시럽","General","ml",1541,440,""
8875,"10","레몬 주스","General","ml",1541,1086,""
8876,"","자몽","Garnish","",1541,905,""
8877,"60","Prosecco sparkling wine","Wine","ml",1542,1686,""
8878,"20","Fiorente Elderflower liqueur","Liqueur","ml",1542,768,""
8879,"12.5","Thomas Henry 소다 워터","General","ml",1542,1672,""
8880,"","민트 잎","Garnish","",1542,1213,""
8881,"","라임 웨지","Garnish","",1542,1115,""
8882,"22.5","Bourbon whiskey","Whisky","ml",1543,1856,""
8883,"22.5","Liquore Strega","Liqueur","ml",1543,1132,""
8884,"22.5","Amaro Nonino Quintessentia","Liqueur","ml",1543,50,""
8885,"22.5","레몬 주스","General","ml",1543,1086,""
8886,"","설탕 림 (선택 사항)","Garnish","",1543,1720,""
8887,"30","Gentian liqueur","Liqueur","ml",1544,788,""
8888,"30","Bianco vermouth","Wine","ml",1544,195,""
8889,"22.5","Del Maguey Vida Clasico mezcal","Mezcal","ml",1544,677,""
8890,"75","Thomas Henry 소다 워터","General","ml",1544,1672,""
8891,"","자몽 제스트 트위스트","Garnish","",1544,905,""
8892,"60","Amontillado sherry","Wine","ml",1545,65,""
8893,"15","Blended Scotch whisky","Whisky","ml",1545,1623,""
8894,"15","레몬 주스","General","ml",1545,1086,""
8895,"12.5","파인애플 시럽","General","ml",1545,1409,""
8896,"1","Angostura Aromatic Bitters","General","dash",1545,73,""
8897,"","파인애플 웨지","Garnish","",1545,1403,""
8898,"","파인애플 웨지","Garnish","",1545,1403,""
8899,"60","Cacao & coffee spiced rum","Rum","ml",1546,379,""
8900,"22.5","Tawny port","Wine","ml",1546,1756,""
8901,"15","De Kuyper Brown Creme de Cacao","Liqueur","ml",1546,671,""
8902,"15","Half and Half","General","ml",1546,944,""
8903,"","육두구","Garnish","",1546,1247,""
8904,"50","Cacao & coffee spiced rum","Rum","ml",1547,379,""
8905,"30","Americano Bianco","Wine","ml",1547,64,""
8906,"30","Dutch Cacao white Creme de cacao","Liqueur","ml",1547,723,""
8907,"10","레몬 주스","General","ml",1547,1086,""
8908,"","오렌지 제스트 트위스트","Garnish","",1547,1264,""
8909,"60","Ketel One Vodka","Vodka","ml",1548,1049,""
8910,"7.5","Mentzendorff Kummel liqueur","Liqueur","ml",1548,1186,""
8911,"15","라임 쥬스","General","ml",1548,1119,""
8912,"7.5","설탕 시럽 (리치)","General","ml",1548,1723,""
8913,"","라임 슬라이스","Garnish","",1548,1115,""
8914,"25","Ketel One Vodka","Vodka","ml",1549,1049,""
8915,"5","Martini Riserva Speciale Ambrato","Wine","ml",1549,1169,""
8916,"1.2","Fino sherry","Wine","ml",1549,764,""
8917,"","고르곤 졸라 치즈가 박힌 올리브","Garnish","",1549,897,""
8918,"60","Pisco","Brandy","ml",1550,1420,""
8919,"30","Bianco vermouth","Wine","ml",1550,195,""
8920,"3","Angostura의 오렌지 비터스","General","dash",1550,1265,""
8921,"","레몬 제스트 트위스트","Garnish","",1550,1080,""
8922,"75","Fino sherry","Wine","ml",1551,764,""
8923,"30","분홍색 자몽 주스","General","ml",1551,910,""
8924,"15","Fiorente Elderflower liqueur","Liqueur","ml",1551,768,""
8925,"15","파인애플 쥬스","General","ml",1551,1406,""
8926,"15","꿀 시럽 (3 : 1)","General","ml",1551,971,""
8927,"","산딸기","Garnish","",1551,1471,""
8928,"","민트 스프링 꽃다발","Garnish","",1551,1219,""
8929,"45","Cacao & coffee spiced rum","Rum","ml",1552,379,""
8930,"15","Dutch Cacao white Creme de cacao","Liqueur","ml",1552,723,""
8931,"15","De Kuyper Brown Creme de Cacao","Liqueur","ml",1552,671,""
8932,"22.5","Half and Half","General","ml",1552,944,""
8933,"10","저온 살균 계란 흰색 (또는 Aquafaba)","General","ml",1552,731,""
8934,"","육두구","Garnish","",1552,1247,""
8935,"60","Bacardi 8 year old rum","Rum","ml",1553,152,""
8936,"20","라임 쥬스","General","ml",1553,1119,""
8937,"12.5","메이플 시럽","General","ml",1553,1161,""
